Character,Line,Line Number
LORD GORING,"For so well-dressed a woman, Mrs. Cheveley, you have moments of admirable common sense.  I congratulate you.",916
LORD GORING,Certainly.,918
LORD GORING,With pleasure.,920
LORD GORING,"Fortunately you have not the chance, Mrs. Cheveley.",922
LORD GORING,I am charmed to hear it.  It is a reformation.,924
LORD GORING,Well?,926
LORD GORING,What do you mean?,928
LORD GORING,Love-letter?,930
LORD GORING,"You wretched woman, must you always be thieving?  Give me back that letter.  I’ll take it from you by force.  You shall not leave my room till I have got it.",932
LORD GORING,It is a great nuisance.  I can’t find any one in this house to talk to.  And I am full of interesting information.  I feel like the latest edition of something or other.,935
LORD GORING,Lady Chiltern not down yet?,937
LORD GORING,Ah! that is something.,939
LORD GORING,Thank you!  Would you kindly tell him I’ve gone?,941
LORD GORING,"Really, I don’t want to meet my father three days running. It is a great deal too much excitement for any son.  I hope to goodness he won’t come up.  Fathers should be neither seen nor heard.  That is the only proper basis for family life.  Mothers are different.  Mothers are darlings.",943
LORD GORING,"My dear father, when one pays a visit it is for the purpose of wasting other people’s time, not one’s own.",945
LORD GORING,I have been thinking about nothing else.,947
LORD GORING,Not yet: but I hope to be before lunch-time.,949
LORD GORING,"Thanks awfully, but I think I’d sooner be engaged before lunch.",951
LORD GORING,"Neither do I, father.",953
LORD GORING,The Times?  Certainly not.  I only read _The Morning Post_.  All that one should know about modern life is where the Duchesses are; anything else is quite demoralising.,955
LORD GORING,Good heavens!  No.  What does it say?,957
LORD GORING,Ah!  Never heard of Canning.  Never wanted to.  And did . . . did Chiltern uphold the scheme?,959
LORD GORING,"I sincerely hope not, father.  However, I am delighted at what you tell me about Robert, thoroughly delighted.  It shows he has got pluck.",961
LORD GORING,"Ah! I prefer pluck.  It is not so common, nowadays, as genius is.",963
LORD GORING,"My dear father, only people who look dull ever get into the House of Commons, and only people who are dull ever succeed there.",965
LORD GORING,I am far too young.,967
LORD GORING,Youth isn’t an affectation.  Youth is an art.,969
LORD GORING,"I am of a very nervous disposition, especially in the morning.",971
LORD GORING,I don’t know how the betting stands to-day.,973
LORD GORING,That is just what I should like to marry.  A thoroughly sensible wife would reduce me to a condition of absolute idiocy in less than six months.,975
LORD GORING,"My dear father, if we men married the women we deserved, we should have a very bad time of it.",977
LORD GORING,"Good morning, Miss Mabel!",980
LORD GORING,"Good morning, Miss Mabel!",983
LORD GORING,"Good morning, Miss Mabel!",986
LORD GORING,"Oh, please don’t say such a thing.  You are the one person in London I really like to have to listen to me.",988
LORD GORING,It seems to me that I am a little in the way here.,995
LORD GORING,I don’t at all like knowing what people say of me behind my back.  It makes me far too conceited.,997
LORD GORING,Detestable.,1002
LORD GORING,I can’t help it.  I always look pleased when I am with you.,1004
LORD GORING,Of course it is.,1006
LORD GORING,"Please don’t, Miss Mabel.  I have something very particular to say to you.",1008
LORD GORING,"Well, yes, it is—I am bound to say it is.",1010
LORD GORING,The second to-day?  What conceited ass has been impertinent enough to dare to propose to you before I had proposed to you?,1012
LORD GORING,"You didn’t accept him, I hope?",1014
LORD GORING,Oh! bother Tommy Trafford.  Tommy is a silly little ass.  I love you.,1016
LORD GORING,"Mabel, do be serious.  Please be serious.",1018
LORD GORING,"Mabel, I have told you that I love you.  Can’t you love me a little in return?",1020
LORD GORING,Dear!  Do you know I was awfully afraid of being refused!,1022
LORD GORING,"Of course I’m not nearly good enough for you, Mabel.",1024
LORD GORING,And I’m . . . I’m a little over thirty.,1026
LORD GORING,How sweet of you to say so! . . . And it is only fair to tell you frankly that I am fearfully extravagant.,1028
LORD GORING,Must you really?,1030
LORD GORING,Then do tell her I want to talk to her particularly.  I have been waiting here all the morning to see either her or Robert.,1032
LORD GORING,No; that was a flash of genius.,1034
LORD GORING,My last.,1036
LORD GORING,"Dear Mabel, while you are away, there are none.  It makes me horribly dependent on you.",1038
LORD GORING,"Good morning, Lady Chiltern!",1042
LORD GORING,Second on the left?,1044
LORD GORING,"Lady Chiltern, I have a certain amount of very good news to tell you.  Mrs. Cheveley gave me up Robert’s letter last night, and I burned it.  Robert is safe.",1046
LORD GORING,There is only one person now that could be said to be in any danger.,1048
LORD GORING,Yourself.,1050
LORD GORING,"Danger is too great a word.  It is a word I should not have used.  But I admit I have something to tell you that may distress you, that terribly distresses me.  Yesterday evening you wrote me a very beautiful, womanly letter, asking me for my help.  You wrote to me as one of your oldest friends, one of your husband’s oldest friends.  Mrs. Cheveley stole that letter from my rooms.",1052
LORD GORING,"Lady Chiltern, I will be quite frank with you. Mrs. Cheveley puts a certain construction on that letter and proposes to send it to your husband.",1054
LORD GORING,"Mrs. Cheveley was concealed in a room adjoining my library, without my knowledge.  I thought that the person who was waiting in that room to see me was yourself.  Robert came in unexpectedly.  A chair or something fell in the room.  He forced his way in, and he discovered her. We had a terrible scene.  I still thought it was you.  He left me in anger.  At the end of everything Mrs. Cheveley got possession of your letter—she stole it, when or how, I don’t know.",1056
LORD GORING,At half-past ten.  And now I propose that we tell Robert the whole thing at once.,1058
LORD GORING,I think it is better that he should know the exact truth.,1060
LORD GORING,May I do it?,1062
LORD GORING,"You are wrong, Lady Chiltern.",1064
LORD GORING,"Pray be calm, Lady Chiltern, and answer the questions I am going to put to you.  You said his secretaries open his letters.",1066
LORD GORING,"Who is with him to-day?  Mr. Trafford, isn’t it?",1068
LORD GORING,You can trust him?,1070
LORD GORING,"He would do what you asked him, wouldn’t he?",1072
LORD GORING,"Your letter was on pink paper.  He could recognise it without reading it, couldn’t he?  By the colour?",1074
LORD GORING,Is he in the house now?,1076
LORD GORING,"Then I will go and see him myself, and tell him that a certain letter, written on pink paper, is to be forwarded to Robert to-day, and that at all costs it must not reach him.  Oh! Robert is coming upstairs with the letter in his hand.  It has reached him already.",1078
LORD GORING,"My dear fellow, I’ll tell you at once.  At the present moment, under the usual palm tree . . . I mean in the conservatory . . .",1105
LORD GORING,"That admirable father of mine really makes a habit of turning up at the wrong moment.  It is very heartless of him, very heartless indeed.",1107
LORD GORING,"I don’t like principles, father.  I prefer prejudices.",1113
LORD GORING,"No, father.",1118
LORD GORING,"It is not idiocy, father, I assure you.",1127
LORD GORING,"Well, it is what is called nowadays a high moral tone, father.  That is all.",1129
LORD GORING,"Oh! just go in here for a moment, father.  Third palm tree to the left, the usual palm tree.",1131
LORD GORING,"I beg your pardon, father, I forgot.  The conservatory, father, the conservatory—there is some one there I want you to talk to.",1133
LORD GORING,"About me, father.",1135
LORD GORING,"No, father; but the lady is like me.  She doesn’t care much for eloquence in others.  She thinks it a little loud.",1137
LORD GORING,"Lady Chiltern, why are you playing Mrs. Cheveley’s cards?",1138
LORD GORING,"Mrs. Cheveley made an attempt to ruin your husband.  Either to drive him from public life, or to make him adopt a dishonourable position.  From the latter tragedy you saved him.  The former you are now thrusting on him.  Why should you do him the wrong Mrs. Cheveley tried to do and failed?",1140
LORD GORING,"Lady Chiltern, allow me.  You wrote me a letter last night in which you said you trusted me and wanted my help.  Now is the moment when you really want my help, now is the time when you have got to trust me, to trust in my counsel and judgment.  You love Robert.  Do you want to kill his love for you?  What sort of existence will he have if you rob him of the fruits of his ambition, if you take him from the splendour of a great political career, if you close the doors of public life against him, if you condemn him to sterile failure, he who was made for triumph and success?  Women are not meant to judge us, but to forgive us when we need forgiveness.  Pardon, not punishment, is their mission.  Why should you scourge him with rods for a sin done in his youth, before he knew you, before he knew himself? A man’s life is of more value than a woman’s.  It has larger issues, wider scope, greater ambitions.  A woman’s life revolves in curves of emotions.  It is upon lines of intellect that a man’s life progresses. Don’t make any terrible mistake, Lady Chiltern.  A woman who can keep a man’s love, and love him in return, has done all the world wants of women, or should want of them.",1142
LORD GORING,"Rather than lose your love, Robert would do anything, wreck his whole career, as he is on the brink of doing now.  He is making for you a terrible sacrifice.  Take my advice, Lady Chiltern, and do not accept a sacrifice so great.  If you do, you will live to repent it bitterly.  We men and women are not made to accept such sacrifices from each other.  We are not worthy of them.  Besides, Robert has been punished enough.",1144
LORD GORING,"Do not for that reason set him down now too low.  If he has fallen from his altar, do not thrust him into the mire.  Failure to Robert would be the very mire of shame. Power is his passion.  He would lose everything, even his power to feel love.  Your husband’s life is at this moment in your hands, your husband’s love is in your hands.  Don’t mar both for him.",1146
LORD GORING,"Oh dear no, Robert.  Your debt is to Lady Chiltern, not to me!",1154
LORD GORING,"Robert, you are your sister’s guardian, and I want your consent to my marriage with her.  That is all.",1156
LORD GORING,"Thank you, Lady Chiltern.",1158
LORD GORING,Yes.,1160
LORD GORING,Sacrificed!,1162
LORD GORING,But I love Mabel.  No other woman has any place in my life.,1164
LORD GORING,What reason have you for saying that?,1167
LORD GORING,Certainly I do.,1169
LORD GORING,I have nothing more to say.,1171
LORD GORING,Lady Chiltern!,1174
LORD GORING,"Well, really, Lady Chiltern, I think I should have back my own letter.",1178
LORD GORING,"Well, I hope she hasn’t changed her mind.  It’s nearly twenty minutes since I saw her last.",1180
LORD GORING,Darling!,1182
LORD GORING,"Certainly, father!  And Chiltern’s been wise enough to accept the seat in the Cabinet.",1184
LORD GORING,"Yes, father, I prefer it domestic.",1189
LORD GORING.  I . .,believe so.,106
MR. MONTFORD,"Like some supper, Mrs. Marchmont?",200
MR. MONTFORD,I don’t know that I like being watched when I am eating!,202
MR. MONTFORD,I don’t know that I should like that either.,204
ACT DROP,,367
ACT DROP,,641
ACT DROP,,934
PHIPPS,"Yes, my lord.",643
PHIPPS,"Yes, my lord.  I have observed that.",645
PHIPPS,"Yes, my lord.",647
PHIPPS,"Yes, my lord.",649
PHIPPS,"Yes, my lord.",651
PHIPPS,"Yes, my lord.",653
PHIPPS,"Yes, my lord.",655
PHIPPS,I don’t observe any alteration in your lordship’s appearance.,657
PHIPPS,"No, my lord.",659
PHIPPS,"I will speak to the florist, my lord.  She has had a loss in her family lately, which perhaps accounts for the lack of triviality your lordship complains of in the buttonhole.",661
PHIPPS,"Yes, my lord!  They are extremely fortunate in that respect.",663
PHIPPS,"Three, my lord.",665
PHIPPS,"Yes, my lord.",667
PHIPPS,It was brought by hand just after your lordship went to the club.,669
PHIPPS,Lord Caversham.,671
PHIPPS,"Yes, my lord.",701
PHIPPS,"Yes, my lord.",713
PHIPPS,"I understand, my lord.",715
PHIPPS,"I understand, my lord.",717
PHIPPS,"Yes, my lord.",721
PHIPPS,"His lordship is engaged at present with Lord Caversham, madam.",724
PHIPPS,"His lordship told me to ask you, madam, to be kind enough to wait in the drawing-room for him.  His lordship will come to you there.",726
PHIPPS,"Yes, madam.",728
PHIPPS,His lordship told me that if a lady called I was to ask her to wait in the drawing-room.  His lordship’s directions on the subject were very precise.,730
PHIPPS,"Certainly, madam.",732
PHIPPS,"We have had no complaints about them, madam, as yet.",734
PHIPPS,"The candles in the drawing-room are lit, madam, as you directed.",736
PHIPPS,"I trust the shades will be to your liking, madam.  They are the most becoming we have.  They are the same as his lordship uses himself when he is dressing for dinner.",738
PHIPPS,"Thank you, madam.",740
PHIPPS,"Yes, my lord.",770
PHIPPS,"Yes, my lord.",772
PHIPPS,"The lady is in that room, my lord.  You told me to show her into that room, my lord.",776
PHIPPS,"Hock and seltzer, sir.",785
PHIPPS,"Yes, my lord.",790
HAROLD,"What name, madam?",722
JAMES,"Sir Robert is still at the Foreign Office, my lord.",936
JAMES,Her ladyship has not yet left her room.  Miss Chiltern has just come in from riding.,938
JAMES,Lord Caversham has been waiting some time in the library for Sir Robert.  I told him your lordship was here.,940
JAMES,"I shall do so, my lord.",942
